offset,offset_hex,length,text,population_term,candidate_kind,patchability,safe_patch_type,confidence,reason,length_change_patchability,candidate_id,file_offset,decoded_offset,decoded_offset_hex,section,owner_type,owner_name,owner_function_index,owner_function_offset_range,owner_function_name,owner_function_purpose_tags,nearby_strings,nearby_native_calls,nearby_branches,candidate_value,candidate_value_type,operand_width,patchability_level,confidence_score,safety_reason,blocked_reason,unrelated_code_risk
55810,0xDA02,33,o blk_policeStation_int_shades01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001013,,55810,0xDA02,string,string_table,o blk_policeStation_int_shades01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_policeStation_int_02x', 'o!blk_policeStation01_int_props01x', 'blk_policeStation_int_01x', 'o blk_policeStation_int_shades01x', 'blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xD99B', '0xD9BA', '0xD9E0', '0xD9FF', '0xDA24', '0xDA45', '0xDA61', '0xDA7E']",[],o blk_policeStation_int_shades01x,string,33,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55849,0xDA29,27,blk_blacksmith_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001014,,55849,0xDA29,string,string_table,blk_blacksmith_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['o!blk_policeStation01_int_props01x', 'blk_policeStation_int_01x', 'o blk_policeStation_int_shades01x', 'blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xD9BA', '0xD9E0', '0xD9FF', '0xDA24', '0xDA45', '0xDA61', '0xDA7E', '0xDA96']",[],blk_blacksmith_int_Props01x,string,27,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55882,0xDA4A,22,blk_blacksmith_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001015,,55882,0xDA4A,string,string_table,blk_blacksmith_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_policeStation_int_01x', 'o blk_policeStation_int_shades01x', 'blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xD9E0', '0xD9FF', '0xDA24', '0xDA45', '0xDA61', '0xDA7E', '0xDA96', '0xDABA']",[],blk_blacksmith_int_01x,string,22,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55910,0xDA66,23,blk_church_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001016,,55910,0xDA66,string,string_table,blk_church_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['o blk_policeStation_int_shades01x', 'blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xD9FF', '0xDA24', '0xDA45', '0xDA61', '0xDA7E', '0xDA96', '0xDABA', '0xDAD9']",[],blk_church_int_Props01x,string,23,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55939,0xDA83,18,blk_church_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001017,,55939,0xDA83,string,string_table,blk_church_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDA24', '0xDA45', '0xDA61', '0xDA7E', '0xDA96', '0xDABA', '0xDAD9', '0xDB00']",[],blk_church_int_01x,string,18,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55963,0xDA9B,30,blk_doctorsOffice_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001018,,55963,0xDA9B,string,string_table,blk_doctorsOffice_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_blacksmith_int_Props01x', 'blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDA24', '0xDA45', '0xDA61', '0xDA7E', '0xDA96', '0xDABA', '0xDAD9', '0xDB00']",[],blk_doctorsOffice_int_Props01x,string,30,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
55999,0xDABF,25,blk_doctorsOffice_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001019,,55999,0xDABF,string,string_table,blk_doctorsOffice_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_blacksmith_int_01x', 'blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDA45', '0xDA61', '0xDA7E', '0xDA96', '0xDABA', '0xDAD9', '0xDB00', '0xDB20']",[],blk_doctorsOffice_int_01x,string,25,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56028,0xDADC,35,"o""blk_freightstation01_int_Props01x",,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001020,,56028,0xDADC,string,string_table,"o""blk_freightstation01_int_Props01x",226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_church_int_Props01x', 'blk_church_int_01x', 'blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDA61', '0xDA7E', '0xDA96', '0xDABA', '0xDAD9', '0xDB00', '0xDB20', '0xDB43']",[],"o""blk_freightstation01_int_Props01x",string,35,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56069,0xDB05,26,blk_freightstation_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001021,,56069,0xDB05,string,string_table,blk_freightstation_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_doctorsOffice_int_Props01x', 'blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDA96', '0xDABA', '0xDAD9', '0xDB00', '0xDB20', '0xDB43', '0xDB66', '0xDB84']",[],blk_freightstation_int_01x,string,26,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56101,0xDB25,29,blk_generalStore_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001022,,56101,0xDB25,string,string_table,blk_generalStore_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_doctorsOffice_int_01x', 'o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDABA', '0xDAD9', '0xDB00', '0xDB20', '0xDB43', '0xDB66', '0xDB84', '0xDBA3']",[],blk_generalStore_int_Props01x,string,29,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56136,0xDB48,29,blk_generalStore_int_Props02x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001023,,56136,0xDB48,string,string_table,blk_generalStore_int_Props02x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['o""blk_freightstation01_int_Props01x', 'blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDAD9', '0xDB00', '0xDB20', '0xDB43', '0xDB66', '0xDB84', '0xDBA3', '0xDBBB']",[],blk_generalStore_int_Props02x,string,29,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56171,0xDB6B,24,blk_generalStore_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001024,,56171,0xDB6B,string,string_table,blk_generalStore_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_freightstation_int_01x', 'blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDB00', '0xDB20', '0xDB43', '0xDB66', '0xDB84', '0xDBA3', '0xDBBB', '0xDBDE']",[],blk_generalStore_int_01x,string,24,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56201,0xDB89,25,blk_tailor01_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001025,,56201,0xDB89,string,string_table,blk_tailor01_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_generalStore_int_Props01x', 'blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDB20', '0xDB43', '0xDB66', '0xDB84', '0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC']",[],blk_tailor01_int_Props01x,string,25,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56232,0xDBA8,18,blk_tailor_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001026,,56232,0xDBA8,string,string_table,blk_tailor_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDB43', '0xDB66', '0xDB84', '0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A']",[],blk_tailor_int_01x,string,18,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56256,0xDBC0,29,blk_trainstation_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001027,,56256,0xDBC0,string,string_table,blk_trainstation_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_generalStore_int_Props02x', 'blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x']","['0xDB43', '0xDB66', '0xDB84', '0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A', '0xDC33']",[],blk_trainstation_int_Props01x,string,29,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56291,0xDBE3,24,blk_trainstation_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001028,,56291,0xDBE3,string,string_table,blk_trainstation_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_generalStore_int_01x', 'blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x']","['0xDB66', '0xDB84', '0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A', '0xDC33', '0xDC52']",[],blk_trainstation_int_01x,string,24,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56321,0xDC01,24,blk_gunshop_int_Props01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001029,,56321,0xDC01,string,string_table,blk_gunshop_int_Props01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_tailor01_int_Props01x', 'blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x']","['0xDB84', '0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A', '0xDC33', '0xDC52', '0xDC76']",[],blk_gunshop_int_Props01x,string,24,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56351,0xDC1F,19,blk_gunshop_int_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001030,,56351,0xDC1F,string,string_table,blk_gunshop_int_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_tailor_int_01x', 'blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x']","['0xDBA3', '0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A', '0xDC33', '0xDC52', '0xDC76', '0xDC94']",[],blk_gunshop_int_01x,string,19,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56376,0xDC38,25,blk_theatre_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001031,,56376,0xDC38,string,string_table,blk_theatre_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_trainstation_int_Props01x', 'blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDBBB', '0xDBDE', '0xDBFC', '0xDC1A', '0xDC33', '0xDC52', '0xDC76', '0xDC94']",[],blk_theatre_int_shade_01x,string,25,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56407,0xDC57,30,blk_generalStore_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001032,,56407,0xDC57,string,string_table,blk_generalStore_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_trainstation_int_01x', 'blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDBDE', '0xDBFC', '0xDC1A', '0xDC33', '0xDC52', '0xDC76', '0xDC94', '0xDCB9']",[],blk_generalStore_int_shade_01x,string,30,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56443,0xDC7B,24,blk_tailor_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001033,,56443,0xDC7B,string,string_table,blk_tailor_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_gunshop_int_Props01x', 'blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDBFC', '0xDC1A', '0xDC33', '0xDC52', '0xDC76', '0xDC94', '0xDCB9', '0xDCDA', '0xDCF9']",[],blk_tailor_int_shade_01x,string,24,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56471,0xDC97,33,o blk_doctorsOffice_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001034,,56471,0xDC97,string,string_table,o blk_doctorsOffice_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_gunshop_int_01x', 'blk_theatre_int_shade_01x', 'blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDC1A', '0xDC33', '0xDC52', '0xDC76', '0xDC94', '0xDCB9', '0xDCDA', '0xDCF9']",[],o blk_doctorsOffice_int_shade_01x,string,33,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56510,0xDCBE,27,blk_forgeMill_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001035,,56510,0xDCBE,string,string_table,blk_forgeMill_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_generalStore_int_shade_01x', 'blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDC52', '0xDC76', '0xDC94', '0xDCB9', '0xDCDA', '0xDCF9', '0xDD1F']",[],blk_forgeMill_int_shade_01x,string,27,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56543,0xDCDF,25,blk_sawMill_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001036,,56543,0xDCDF,string,string_table,blk_sawMill_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_tailor_int_shade_01x', 'o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_cityHall_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDC76', '0xDC94', '0xDCB9', '0xDCDA', '0xDCF9', '0xDD1F', '0xDD41']",[],blk_sawMill_int_shade_01x,string,25,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56572,0xDCFC,34,o!blk_freightstation_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001037,,56572,0xDCFC,string,string_table,o!blk_freightstation_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['o blk_doctorsOffice_int_shade_01x', 'blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_cityHall_int_shade_01x', 'blk_bank_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDC94', '0xDCB9', '0xDCDA', '0xDCF9', '0xDD1F', '0xDD41', '0xDD61']",[],o!blk_freightstation_int_shade_01x,string,34,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56612,0xDD24,28,blk_blacksmith_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001038,,56612,0xDD24,string,string_table,blk_blacksmith_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_forgeMill_int_shade_01x', 'blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_cityHall_int_shade_01x', 'blk_bank_int_shade_01x', 'mor_morningStar_int_shade_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax', 'mp_tes_coop01bx']","['0xDCB9', '0xDCDA', '0xDCF9', '0xDD1F', '0xDD41', '0xDD61', '0xDD7D', '0xDDA0']",[],blk_blacksmith_int_shade_01x,string,28,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56646,0xDD46,26,blk_cityHall_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001039,,56646,0xDD46,string,string_table,blk_cityHall_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['blk_sawMill_int_shade_01x', 'o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_cityHall_int_shade_01x', 'blk_bank_int_shade_01x', 'mor_morningStar_int_shade_01x', 'blk_gunshop_int_shade_01x', 'blk_saloon_int_Props01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDCDA', '0xDCF9', '0xDD1F', '0xDD41', '0xDD61', '0xDD7D', '0xDDA0', '0xDDBF']",[],blk_cityHall_int_shade_01x,string,26,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
56678,0xDD66,22,blk_bank_int_shade_01x,,string,SAME_SIZE_SAFE,same_length_string_replace,0.95,decoded printable bytes can be replaced only with equal encoded length,REBUILD_REQUIRED,STR_001040,,56678,0xDD66,string,string_table,blk_bank_int_shade_01x,226,0xBCEF..0xF16F,Function_226,"['mission', 'law']","['o!blk_freightstation_int_shade_01x', 'blk_blacksmith_int_shade_01x', 'blk_cityHall_int_shade_01x', 'blk_bank_int_shade_01x', 'mor_morningStar_int_shade_01x', 'blk_gunshop_int_shade_01x', 'blk_saloon_int_Props01x', 'blk_saloon_int_01x', 'blk_archeologist01Props01x', 'ram_missionProps01x', 'tes_wall02x', 'mp_tes_coop01ax']","['0xDCF9', '0xDD1F', '0xDD41', '0xDD61', '0xDD7D', '0xDDA0', '0xDDBF', '0xDDDC']",[],blk_bank_int_shade_01x,string,22,SAME_SIZE_SAFE,0.95,decoded printable bytes can be replaced only with equal encoded length,,bounded operand or owned string/table bytes
